Date,SPY,QQQ,IWM,EFA,VNQ,RF,Mkt-RF,SMB,HML
2022-05-10,-0.004728,-0.01071,-0.001482,-0.012772,-0.000766,0.000159,-0.004122,0.000545,0.001624
2022-05-11,0.002832,0.008855,-0.008719,-0.00684,-0.001901,0.000159,0.002286,-0.007216,-0.002536
2022-05-12,0.005318,0.002662,0.001706,-0.00472,-0.008598,0.000159,0.005122,-0.004057,0.002028
2022-05-13,-0.008871,0.002578,-0.006674,-0.005655,-0.002847,0.000159,-0.009043,0.001016,-0.002412
2022-05-16,-0.005069,-0.006517,0.003735,-0.004814,0.012238,0.000159,-0.004681,0.001453,-8.8e-05
2022-05-17,-0.005556,-0.008906,-0.001656,0.002392,-0.012333,0.000159,-0.005242,0.003844,0.00438
2022-05-18,-0.006508,-0.004843,-0.005219,-0.012491,-0.002288,0.000159,-0.006843,0.000755,-0.004938
2022-05-19,0.005718,0.00967,0.005073,-0.004739,0.005531,0.000159,0.00561,0.000522,-6.1e-05
2022-05-20,0.00298,0.008564,0.002479,0.005646,0.001782,0.000159,0.002524,-0.001183,-0.003913
2022-05-23,0.009314,0.009045,0.006582,0.004893,0.003308,0.000159,0.007973,-0.0021,0.002852
2022-05-24,0.01233,0.012725,0.021629,0.012742,0.003059,0.000159,0.012377,0.005225,0.000126
2022-05-25,0.002937,0.009211,-0.000894,0.009637,0.001335,0.000159,0.004292,-0.004244,-0.003855
2022-05-26,-0.003832,-0.006716,-0.006153,-0.004432,-0.010169,0.000159,-0.004698,-0.001876,0.002479
2022-05-27,-0.009139,-0.010113,0.001314,-0.010576,-0.007078,0.000159,-0.009916,0.003508,0.002176
2022-05-30,-7e-05,0.002114,0.0001,0.002278,0.018484,0.000159,-0.000925,-0.001696,0.00041
2022-05-31,-0.005659,-0.009686,-0.009686,0.001068,-0.008898,0.000159,-0.005238,-0.006233,-0.000448
2022-06-01,-0.007507,-0.005788,-0.006568,-0.014606,0.006041,0.000159,-0.007307,0.003149,-0.001656
2022-06-02,-0.005421,-0.00497,-0.000792,0.00844,-0.007231,0.000159,-0.005707,0.000941,-0.000189
2022-06-03,-0.012704,-0.006759,-0.015642,-0.009267,-0.003971,0.000159,-0.013597,0.000858,-0.00246
2022-06-06,0.024406,0.034883,0.02803,0.03039,0.020985,0.000159,0.024321,0.00395,-0.002692
2022-06-07,0.006011,0.010273,0.012649,0.013359,0.014919,0.000159,0.004601,0.000747,-0.005735
2022-06-08,-0.001188,-0.005324,0.001858,-0.00201,0.009987,0.000159,-0.001232,-0.000654,0.002323
2022-06-09,0.002215,0.006511,0.0055,0.014259,0.005825,0.000159,0.002754,0.006763,-0.002298
2022-06-10,0.002769,0.005333,0.005895,0.003931,0.005496,0.000159,0.001609,0.005065,-0.002703
2022-06-13,0.0106,0.00929,0.018567,0.001355,0.01248,0.000159,0.009215,0.003921,-0.000961
2022-06-14,0.015272,0.028002,0.005114,-0.003042,0.003042,0.000159,0.016377,-0.004565,-0.005521
2022-06-15,-0.009302,-0.01381,-0.017417,-0.00409,-0.009565,0.000159,-0.00995,-0.005319,-0.005399
2022-06-16,0.017943,0.018283,0.0169,0.014405,0.016822,0.000159,0.018693,0.000343,-0.001538
2022-06-17,-0.01149,-0.007973,-0.009744,-0.005959,-0.004969,0.000159,-0.011772,-0.000562,-0.003158
2022-06-20,0.006506,0.011938,0.005258,0.013234,0.020237,0.000159,0.006218,-0.004688,-0.001107
2022-06-21,1.8e-05,-0.003646,0.006123,-0.002398,-0.013318,0.000159,0.00021,0.000409,-0.000145
2022-06-22,-0.003897,-0.001608,0.001306,-0.000224,-0.004354,0.000159,-0.004763,0.002644,-0.001346
2022-06-23,0.000366,0.004536,7.9e-05,0.001129,-0.014946,0.000159,0.000313,-0.002406,0.001416
2022-06-24,-0.001948,-0.00385,0.009434,0.004166,0.005956,0.000159,-0.002412,0.005556,0.002749
2022-06-27,0.013694,0.013906,0.017568,0.013851,0.019411,0.000159,0.012479,-0.000212,0.00172
2022-06-28,0.010371,0.013579,0.024335,0.007974,0.015512,0.000159,0.010482,0.005418,-0.002283
2022-06-29,-0.005788,-0.005003,-0.00231,-0.007206,0.010823,0.000159,-0.006158,0.003445,0.000772
2022-06-30,0.016812,0.021346,0.020168,0.008112,0.002276,0.000159,0.016527,0.002173,-0.002282
2022-07-01,0.004193,0.013179,-0.004478,-0.007178,0.006601,0.000159,0.003066,-0.004355,-0.003987
2022-07-04,0.016397,0.019792,0.015621,0.018251,0.003794,0.000159,0.017512,0.00137,-0.000538
2022-07-05,0.014427,0.020077,0.016324,0.012985,0.008378,0.000159,0.01497,0.00191,-0.003454
2022-07-06,0.000157,-0.001177,0.004962,-0.014891,-0.012576,0.000159,0.00077,0.005296,0.00352
2022-07-07,-0.003043,0.001793,-0.006336,-0.001729,-0.001493,0.000159,-0.003446,-0.002566,-0.002255
2022-07-08,0.00113,-0.001326,-0.007842,-0.003211,0.004575,0.000159,-0.000412,-0.005345,0.002219
2022-07-11,-0.002912,0.006693,-0.000636,0.000679,-9.9e-05,0.000159,-0.001509,-0.001464,-0.000931
2022-07-12,-0.002061,-0.002644,0.002706,-0.000314,-0.000513,0.000159,-0.002269,0.001525,0.002297
2022-07-13,0.001147,0.002626,0.008767,-0.013568,-0.000221,0.000159,0.000389,0.005739,-0.003409
2022-07-14,0.010928,0.007944,0.007477,0.01893,0.011935,0.000159,0.011102,0.000875,0.002083
2022-07-15,0.008666,0.012631,0.023748,0.009975,0.020513,0.000159,0.009441,0.009462,0.000115
2022-07-18,0.010902,0.008131,0.02111,0.004509,0.007491,0.000159,0.010725,0.001516,0.002892
2022-07-19,-0.000209,0.002033,0.010161,0.004951,0.010922,0.000159,0.000655,0.007351,-0.003123
2022-07-20,0.0117,0.01748,0.010215,0.017037,0.011318,0.000159,0.012408,-0.00442,-0.003626
2022-07-21,-0.001244,-0.008497,0.008606,-0.004287,-0.015188,0.000159,-0.002264,0.006721,0.00489
2022-07-22,-0.00567,-0.002225,-0.00869,0.0086,-0.005694,0.000159,-0.006368,-0.002245,-0.002902
2022-07-25,-0.023344,-0.035802,-0.017667,-0.003872,-0.009802,0.000159,-0.022737,0.004244,0.004384
2022-07-26,0.00605,0.009131,0.006588,0.004895,0.003584,0.000159,0.003721,-0.002396,0.001919
2022-07-27,-0.015683,-0.024491,-0.014512,-0.004683,-0.023045,0.000159,-0.015961,0.002928,0.003428
2022-07-28,-0.009001,-0.011698,-0.006114,-0.012475,-0.017602,0.000159,-0.010305,-0.001486,-0.000375
2022-07-29,-0.005313,-0.004101,-0.006321,-0.001993,0.005075,0.000159,-0.005853,-0.001841,-0.00224
2022-08-01,0.00159,0.004602,0.002033,0.00165,-0.004068,0.000159,0.001192,-0.001774,-0.00054
2022-08-02,-0.012925,-0.018554,-0.018512,-0.006948,-0.002487,0.000159,-0.01337,-0.006302,-0.000415
2022-08-03,-0.005998,0.003452,-0.014268,-0.005053,-0.005256,0.000159,-0.006599,-0.003946,-0.004275
2022-08-04,-0.00136,-0.002311,0.004954,0.013006,-0.007191,0.000159,-0.002397,0.006769,0.001047
2022-08-05,-0.000439,0.008422,0.008741,-0.001668,0.014789,0.000159,0.001236,0.009924,-0.000946
2022-08-08,-0.003202,-0.008856,-0.007428,-0.01089,-0.011203,0.000159,-0.001866,-0.001919,0.003597
2022-08-09,0.002621,0.006957,-0.009575,0.001615,-0.010683,0.000159,0.001533,-0.003864,-0.003163
2022-08-10,0.016289,0.019839,0.018942,0.013464,0.008371,0.000159,0.017396,0.00179,0.000937
2022-08-11,0.002009,-0.00231,-0.002185,0.007525,0.00621,0.000159,0.001531,-0.001099,0.001129
2022-08-12,-0.009977,-0.01146,0.005924,-0.00142,-0.004752,0.000159,-0.010032,0.007266,-0.001878
2022-08-15,0.001669,0.006817,-0.003108,-0.007007,0.001207,0.000159,0.001459,-0.001998,-0.002403
2022-08-16,-0.010082,-0.00054,-0.00908,-0.002555,-0.010002,0.000159,-0.010769,0.001576,-0.000941
2022-08-17,0.009131,0.012753,0.00482,0.012005,0.001671,0.000159,0.00976,-0.003313,-0.001118
2022-08-18,0.005497,0.006508,0.012711,0.008638,0.013225,0.000159,0.005439,0.003452,-0.00038
2022-08-19,0.013607,0.010414,0.006328,0.007165,0.008061,0.000159,0.013067,-0.003757,0.004552
2022-08-22,0.000938,0.003812,0.001022,-0.010578,-0.002727,0.000159,-0.000264,0.001695,-0.004012
2022-08-23,-0.011092,-0.007242,-0.011769,0.000506,-0.010046,0.000159,-0.011966,-0.002471,-0.004111
2022-08-24,-0.005427,-0.005759,-0.00437,-0.004216,0.004273,0.000159,-0.006899,0.000426,-0.003099
2022-08-25,0.009421,0.01578,-0.000451,0.002662,-0.011678,0.000159,0.009272,-0.001112,-0.001798
2022-08-26,0.005544,-0.005669,0.001547,0.005178,0.005475,0.000159,0.004428,0.00033,0.004818
2022-08-29,0.000255,-0.004203,0.007868,0.00097,-0.003661,0.000159,-0.000117,0.006505,0.004868
2022-08-30,-0.003811,0.003638,-0.012468,-0.014184,-0.009832,0.000159,-0.002874,-0.004279,-0.002493
2022-08-31,-0.005956,0.002154,-0.002376,-0.006811,-0.008278,0.000159,-0.005155,0.002432,-0.004053
2022-09-01,0.00745,0.016985,0.00786,0.002369,0.001236,0.000159,0.007265,0.00221,-0.00381
2022-09-02,0.019527,0.024891,0.010106,0.007451,0.00828,0.000159,0.019299,-0.00159,-0.00191
2022-09-05,-0.009546,-0.007836,-0.002582,-0.009643,0.004258,0.000159,-0.0082,-0.000422,-0.004027
2022-09-06,-0.002665,-0.000476,0.001058,0.011815,0.008066,0.000159,-0.002408,-0.000769,0.004545
2022-09-07,0.000942,0.00384,0.005008,0.008567,-0.002408,0.000159,0.000521,0.004652,-0.00012
2022-09-08,-0.009526,-0.017537,-0.008757,-0.008061,-0.001719,0.000159,-0.010825,-0.00017,0.003624
2022-09-09,0.008574,0.011795,0.006869,0.015465,0.013724,0.000159,0.008731,-0.002196,-5.8e-05
2022-09-12,0.006697,0.002238,0.008854,0.001985,0.011025,0.000159,0.007202,-0.00143,0.003202
2022-09-13,0.012164,0.02335,0.01338,0.025009,0.000459,0.000159,0.0115,-0.000502,-0.004756
2022-09-14,0.007557,0.012761,0.006921,-0.000564,-0.000788,0.000159,0.007631,-0.003123,-0.003344
2022-09-15,-0.005115,-0.004014,-0.012098,-0.002226,-0.009215,0.000159,-0.005565,0.000691,0.000759
2022-09-16,-0.000873,0.002248,-0.002121,0.001082,-0.00504,0.000159,-0.001179,-0.000669,-0.000477
2022-09-19,0.007263,0.006889,0.009608,0.012347,-0.004938,0.000159,0.005114,0.001057,-0.00147
2022-09-20,-0.014094,-0.0041,-0.01844,-0.01105,0.001673,0.000159,-0.01443,-0.000997,-0.001159
2022-09-21,0.019984,0.027773,0.024481,0.014099,0.018662,0.000159,0.020601,0.004173,-0.002529
2022-09-22,-0.001217,0.0032,-0.000183,0.008128,-0.001409,0.000159,-0.001881,0.002409,-0.000307
2022-09-23,-0.00641,-0.008862,0.004187,0.000863,0.01087,0.000159,-0.006527,0.007446,0.003765
2022-09-26,0.012,0.010198,0.009049,0.014788,0.023421,0.000159,0.011236,-0.002737,0.000765
2022-09-27,-0.004244,-0.014116,-0.001369,-0.003665,-0.014829,0.000159,-0.004114,0.000842,0.004583
2022-09-28,0.005279,-0.007759,0.00486,0.013355,0.003868,0.000159,0.004947,0.001329,0.006835
2022-09-29,-0.005321,-0.004752,-0.001009,0.003349,-0.003808,0.000159,-0.006231,0.001101,-0.001677
2022-09-30,-0.007941,-0.008011,-0.001704,-0.009554,-0.007576,0.000159,-0.007034,0.003108,0.000136
2022-10-03,0.000197,0.004495,0.003866,-0.00177,0.003041,0.000159,0.000781,0.002632,-0.001468
2022-10-04,-0.014444,-0.023854,-0.011456,-0.018209,-0.012417,0.000159,-0.015087,0.003064,0.001852
2022-10-05,-0.014944,-0.02177,-0.014058,-0.005389,-0.010972,0.000159,-0.014704,-0.003113,0.007366
2022-10-06,0.004474,0.003966,-0.001117,0.00278,-0.019518,0.000159,0.004745,-0.001366,-0.002612
2022-10-07,0.004547,0.000957,0.006922,0.014657,0.00114,0.000159,0.004902,0.00072,-0.00116
2022-10-10,-0.001338,-0.005051,-0.005222,-0.007779,0.009294,0.000159,-0.002852,-0.000527,0.004114
2022-10-11,0.003469,-0.003434,0.009165,0.003258,0.028611,0.000159,0.004116,0.004402,0.004188
2022-10-12,0.003238,0.009503,0.003836,-0.005716,-0.004013,0.000159,0.002624,0.003515,-0.004558
2022-10-13,0.018196,0.028951,0.01738,0.018882,0.010212,0.000159,0.017751,0.002299,-0.003087
2022-10-14,-0.005714,-0.008544,-0.012271,-0.003752,-0.013047,0.000159,-0.003762,-0.000585,0.004068
2022-10-17,0.00063,0.003529,-0.006881,0.001247,0.006218,0.000159,0.000713,-0.000868,-0.00122
2022-10-18,0.01168,0.016735,0.01187,0.007523,0.00927,0.000159,0.011212,0.000678,0.003176
2022-10-19,0.002,0.008564,0.009249,0.002141,-0.001785,0.000159,7.7e-05,0.003688,-0.006074
2022-10-20,0.012721,0.013142,0.017347,0.013616,0.009927,0.000159,0.013675,0.004058,0.001219
2022-10-21,-0.003322,-0.005807,0.005823,0.008888,-0.000513,0.000159,-0.004557,0.006036,0.003327
2022-10-24,0.004235,0.006874,-0.003959,0.007839,0.002851,0.000159,0.003274,-0.004715,0.000727
2022-10-25,0.003091,0.001465,0.009068,-0.003724,0.017965,0.000159,0.002667,0.003798,0.000242
2022-10-26,-0.009103,-0.010312,-0.006114,-0.003449,0.001995,0.000159,-0.008129,0.001424,-9.7e-05
2022-10-27,0.004293,0.014643,0.003575,-0.00192,0.001645,0.000159,0.004753,-0.002067,-0.003251
2022-10-28,-0.02024,-0.02478,-0.018223,-0.014633,-0.019307,0.000159,-0.020525,0.00359,0.003447
2022-10-31,0.005275,0.009503,-0.000459,0.009446,0.009504,0.000159,0.005362,-0.002756,-0.000486
2022-11-01,0.003889,0.00368,0.002846,0.000949,-0.007921,0.000159,0.00325,0.003576,0.002164
2022-11-02,-0.00961,-0.003501,-0.009311,-0.007891,-0.000447,0.000159,-0.009657,-0.003102,-0.004482
2022-11-03,-0.00841,-0.007612,-0.006632,2.4e-05,-0.001564,0.000159,-0.00851,-0.000224,-0.000775
2022-11-04,-0.005814,-0.000754,-0.005711,0.001219,0.005367,0.000159,-0.005197,0.000116,-0.003904
2022-11-07,0.01598,0.011933,0.013902,0.007133,0.012992,0.000159,0.016595,0.001236,0.000846
2022-11-08,0.00157,0.010547,-0.002856,0.001495,-0.010358,0.000159,0.001807,-0.001414,-0.00156
2022-11-09,-0.005412,-0.009915,-0.014474,-0.007077,-0.002922,0.000159,-0.00586,-0.00391,0.002017
2022-11-10,0.001183,-0.002582,0.003694,0.008908,0.002504,0.000159,0.001618,-0.000999,0.00672
2022-11-11,-0.001121,-0.004765,-0.003235,-0.0059,-0.001113,0.000159,-0.001354,-0.003371,0.001844
2022-11-14,0.018461,0.015161,0.006207,0.002145,0.014249,0.000159,0.017437,-0.005482,0.00144
2022-11-15,-0.014621,-0.016739,-0.004522,-0.004294,-0.014919,0.000159,-0.015103,0.002321,0.00106
2022-11-16,-0.020042,-0.029422,-0.020125,-0.015554,-0.022356,0.000159,-0.020133,-0.001105,0.002476
2022-11-17,0.002002,0.009644,0.000419,0.000894,0.002493,0.000159,0.002572,0.00021,-0.003172
2022-11-18,0.009455,0.013517,0.001383,0.005933,0.00375,0.000159,0.009149,-0.006001,0.000631
2022-11-21,-0.000821,-0.000988,0.000671,-0.006521,-0.008365,0.000159,-0.001947,0.003957,0.000295
2022-11-22,0.00961,0.020717,0.000994,0.010685,0.001219,0.000159,0.009497,-0.00186,-0.00603
2022-11-23,0.013628,0.01795,0.012642,0.015258,-0.000335,0.000159,0.01356,-0.003636,-0.003579
2022-11-24,0.012791,0.020779,0.006531,0.006813,0.005633,0.000159,0.012781,-0.004995,-0.004096
2022-11-25,-0.002526,0.004136,-0.005862,-0.003198,-0.009785,0.000159,-0.001949,-0.00624,-0.002517
2022-11-28,0.009566,0.009345,0.007925,0.008101,0.011166,0.000159,0.010222,-0.002386,0.002475
2022-11-29,-0.004101,-0.004867,-0.006528,-0.004164,-0.007013,0.000159,-0.004736,0.000319,-0.002375
2022-11-30,-0.002059,-0.003385,0.002152,-0.00233,0.003787,0.000159,-0.00271,0.001278,-0.000109
2022-12-01,-0.000619,-0.006062,-0.009176,-0.002484,0.013996,0.000159,-0.00161,-0.003357,0.002465
2022-12-02,0.006461,0.005474,0.000142,-0.000853,-0.001206,0.000159,0.006862,-0.006204,-0.003272
2022-12-05,-0.018403,-0.020941,-0.005498,-0.01732,-0.016227,0.000159,-0.017403,0.008049,-0.000652
2022-12-06,0.010859,0.016393,0.006117,0.006304,-0.001873,0.000159,0.010448,-0.003481,-0.003573
2022-12-07,0.002811,0.00416,0.005082,0.000991,0.001093,0.000159,0.002459,0.00116,-0.002132
2022-12-08,0.006305,0.007551,0.013731,0.006483,0.016299,0.000159,0.00732,0.003527,-0.000115
2022-12-09,-0.008204,-0.003316,-0.021944,0.008216,-0.007305,0.000159,-0.007959,-0.009413,-0.002276
2022-12-12,-0.000121,0.003227,0.003537,0.00153,0.000148,0.000159,6.9e-05,-0.000477,-0.00245
2022-12-13,-0.001452,-0.015819,0.002954,0.000999,-0.000591,0.000159,-0.002563,0.004139,0.006603
2022-12-14,0.011079,0.01592,0.003723,-0.00122,0.011702,0.000159,0.011463,-0.00288,0.00151
